numero,texte,signataire,organe,dispositif,seance,sort,discussion_commune,discussion_identique,libelleAbrev,cr,url_seance,dispositif_plaintext,scrutin_pred
1389,PRJLANR5L16BTC1440,PA793374,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;210, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Des &#x00E9;tablissements ou quartiers seront attribu&#x00E9;s aux d&#x00E9;tenus condamn&#x00E9;s &#x00E0; de courtes peines de moins d&#x2019;un an&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27451,Rejeté,,,RN,CRSANR5L16S2023E1N015,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N015,"Après l’alinéa 210, insérer l’alinéa suivant :« Des établissements ou quartiers seront attribués aux détenus condamnés à de courtes peines de moins d’un an ».",
1161,PRJLANR5L16BTC1440,PA794562,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;249, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Pour faire face aux trafics, chaque direction interr&#x00E9;gionale des services p&#x00E9;nitentiaires (DISP) devra &#x00EA;tre &#x00E9;quip&#x00E9;e de brigades cynotechniques pour des missions r&#x00E9;guli&#x00E8;res de recherche de mati&#x00E8;res et de produits prohib&#x00E9;s.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27452,Rejeté,,,RN,CRSANR5L16S2023E1N016,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N016,"Après l’alinéa 249, insérer l’alinéa suivant :« Pour faire face aux trafics, chaque direction interrégionale des services pénitentiaires (DISP) devra être équipée de brigades cynotechniques pour des missions régulières de recherche de matières et de produits prohibés. »",VTANR5L16V2293
611,PRJLANR5L16BTC1440,PA793844,PO800520,"<p style=""text-align: justify;"">Supprimer l'alin&#x00E9;a 364.</p>",RUANR5L16S2023IDS27453,Rejeté,,,RN,CRSANR5L16S2023E1N017,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N017,Supprimer l'alinéa 364.,
1154,PRJLANR5L16BTC1440,PA794562,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;256, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Afin que le personnel p&#x00E9;nitentiaire b&#x00E9;n&#x00E9;ficie de formations sp&#x00E9;cialis&#x00E9;es dans l&#x2019;interpellation p&#x00E9;rim&#x00E9;trique et dans l&#x2019;extraction pour raison m&#x00E9;dicale, la formation initiale sera de nouveau fix&#x00E9;e &#x00E0; 8 mois.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27452,Rejeté,,,RN,CRSANR5L16S2023E1N016,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N016,"Après l’alinéa 256, insérer l’alinéa suivant :« Afin que le personnel pénitentiaire bénéficie de formations spécialisées dans l’interpellation périmétrique et dans l’extraction pour raison médicale, la formation initiale sera de nouveau fixée à 8 mois. »",VTANR5L16V2296
895,PRJLANR5L16BTC1440,PA795410,PO800520,"<p style=""text-align: justify;"">Au&nbsp;d&#x00E9;but de la deuxi&#x00E8;me phrase du second&nbsp;alin&#x00E9;a de l&#x2019;article&nbsp;15&#x2011;3 du code de proc&#x00E9;dure p&#x00E9;nale, les mots&nbsp;: &#x00AB;&nbsp;Si elle en fait la demande,&nbsp;&#x00BB; sont supprim&#x00E9;s.</p>",RUANR5L16S2023IDS27442,Rejeté,,,RN,CRSANR5L16S2023E1N006,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N006,"Au début de la deuxième phrase du second alinéa de l’article 15‑3 du code de procédure pénale, les mots : « Si elle en fait la demande, » sont supprimés.",VTANR5L16V2143
500,PRJLANR5L16BTC1440,PA795552,PO800520,"<p style=""text-align: justify;"">Le Gouvernement remet au Parlement, dans un de&#x0301;lai d&#x2019;un mois a&#x0300; compter de la promulgation de la pre&#x0301;sente loi, un rapport de&#x0301;taillant les conditions de travail de l&#x2019;administration p&#x00E9;nitentiaire, les mesures de s&#x00E9;curit&#x00E9; mises en place face au nombre d&#x2019;agressions exponentiel ainsi que le taux d&#x2019;agression annuel moyen sur les dix derni&#x00E8;res ann&#x00E9;es.</p>",RUANR5L16S2023IDS27453,Rejeté,,,RN,CRSANR5L16S2023E1N017,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N017,"Le Gouvernement remet au Parlement, dans un délai d’un mois à compter de la promulgation de la présente loi, un rapport détaillant les conditions de travail de l’administration pénitentiaire, les mesures de sécurité mises en place face au nombre d’agressions exponentiel ainsi que le taux d’agression annuel moyen sur les dix dernières années.",
1044,PRJLANR5L16BTC1440,PA793218,PO800520,"<p style=""text-align: justify;"">Supprimer&nbsp;les deux derni&#x00E8;res phrases de l&#x2019;alin&#x00E9;a&nbsp;365.</p>",RUANR5L16S2023IDS27453,Rejeté,,,RN,CRSANR5L16S2023E1N017,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N017,Supprimer les deux dernières phrases de l’alinéa 365.,
742,PRJLANR5L16BTC1440,PA796050,PO800520,"<p style=""text-align: justify;"">I.&nbsp;&#x2013;&nbsp;&#x00C0; la premi&#x00E8;re phrase de l&#x2019;alin&#x00E9;a&nbsp;2, substituer au taux&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;5&nbsp;%&nbsp;&#x00BB;</p><p style=""text-align: justify;"">le taux&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;1&nbsp;%&nbsp;&#x00BB;.</p><p style=""text-align: justify;"">II.&nbsp;&#x2013;&nbsp;En cons&#x00E9;quence, &#x00E0;&nbsp;la fin de la&nbsp;m&#x00EA;me phrase,&nbsp;substituer au montant&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;100 000&nbsp;euros&nbsp;&#x00BB;&nbsp;</p><p style=""text-align: justify;"">le montant&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;10 000&nbsp;euros&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27445,Rejeté,,,RN,CRSANR5L16S2023E1N009,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N009,"I. – À la première phrase de l’alinéa 2, substituer au taux :« 5 % »le taux :« 1 % ».II. – En conséquence, à la fin de la même phrase, substituer au montant : « 100 000 euros » le montant : « 10 000 euros ».",
1455,PRJLANR5L16BTC1440,PA793374,PO800520,"<p style=""text-align: justify;"">Apr&#x00E8;s l&#x2019;alin&#x00E9;a&nbsp;247, ins&#x00E9;rer l&#x2019;alin&#x00E9;a suivant&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Seront allou&#x00E9;s des moyens pour le remplacement des syst&#x00E8;mes de vid&#x00E9;osurveillance existants afin d&#x2019;y int&#x00E9;grer de l&#x2019;intelligence artificielle, ainsi que pour la cr&#x00E9;ation de brigades sur le m&#x00EA;me mod&#x00E8;le que les centres de supervisions urbains des communes.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27452,Rejeté,,,RN,CRSANR5L16S2023E1N016,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N016,"Après l’alinéa 247, insérer l’alinéa suivant :« Seront alloués des moyens pour le remplacement des systèmes de vidéosurveillance existants afin d’y intégrer de l’intelligence artificielle, ainsi que pour la création de brigades sur le même modèle que les centres de supervisions urbains des communes. »",
251,PRJLANR5L16BTC1440,PA793844,PO800520,"<p style=""text-align: justify;"">Le Gouvernement remet un rapport au Parlement dans un d&#x00E9;lai d&#x2019;un an apr&#x00E8;s la mise en place du transfert de comp&#x00E9;tences civiles du juge des libert&#x00E9;s et de la d&#x00E9;tention, visant &#x00E0; &#x00E9;valuer l&#x2019;efficacit&#x00E9; de cette mesure et d&#x2019;&#x00E9;valuer l&#x2019;opportunit&#x00E9; de mettre en place ces travaux d&#x2019;int&#x00E9;r&#x00EA;t g&#x00E9;n&#x00E9;ral.</p>",RUANR5L16S2023IDS27453,Rejeté,,,RN,CRSANR5L16S2023E1N017,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N017,"Le Gouvernement remet un rapport au Parlement dans un délai d’un an après la mise en place du transfert de compétences civiles du juge des libertés et de la détention, visant à évaluer l’efficacité de cette mesure et d’évaluer l’opportunité de mettre en place ces travaux d’intérêt général.",
1067,PRJLANR5L16BTC1440,PA793218,PO800520,"<p style=""text-align: justify;"">&#x00C0; la premi&#x00E8;re phrase de l&#x2019;alin&#x00E9;a&nbsp;17, substituer aux mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;peuvent &#x00EA;tre&nbsp;&#x00BB;</p><p style=""text-align: justify;"">le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;sont&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27446,Rejeté,,,RN,CRSANR5L16S2023E1N010,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N010,"À la première phrase de l’alinéa 17, substituer aux mots :« peuvent être »le mot :« sont ».",VTANR5L16V2206
1166,PRJLANR5L16BTC1440,PA642988,PO800520,"<p style=""text-align: justify;"">Le sous-titre III du titre pr&#x00E9;liminaire du code de proc&#x00E9;dure p&#x00E9;nale&nbsp;est compl&#x00E9;t&#x00E9; par des articles 10&#x2011;7 et 10&#x2011;8 ainsi r&#x00E9;dig&#x00E9;s&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Art.&nbsp;10&#x2011;7</i>.&nbsp;&#x2013;&nbsp;En mati&#x00E8;re p&#x00E9;nale, les envois, remises et notifications des actes de proc&#x00E9;dure, des pi&#x00E8;ces, avis, avertissements ou convocations, des rapports, des proc&#x00E8;s-verbaux ainsi que des copies et exp&#x00E9;ditions rev&#x00EA;tues de la formule ex&#x00E9;cutoire des d&#x00E9;cisions juridictionnelles peuvent &#x00EA;tre effectu&#x00E9;s par voie &#x00E9;lectronique, sans pr&#x00E9;judice des dispositions sp&#x00E9;ciales imposant l&#x2019;usage de ce mode de communication, dans des conditions propres &#x00E0; garantir la fiabilit&#x00E9; de l&#x2019;identification des parties &#x00E0; la communication &#x00E9;lectronique, l&#x2019;int&#x00E9;grit&#x00E9; des documents adress&#x00E9;s, la s&#x00E9;curit&#x00E9; et la confidentialit&#x00E9; des &#x00E9;changes, la conservation des transmissions op&#x00E9;r&#x00E9;es et &#x00E0; permettre d&#x2019;&#x00E9;tablir de mani&#x00E8;re certaine la date d&#x2019;envoi de mise &#x00E0; disposition ou de r&#x00E9;ception par le destinataire.</p><p style=""text-align: justify;"">&#x00AB;&nbsp;La voie &#x00E9;lectronique mentionn&#x00E9;e au&nbsp;premier alin&#x00E9;a du pr&#x00E9;sent article doit&nbsp;&#x00E9;galement permettre au justiciable, repr&#x00E9;sent&#x00E9; ou non, l&#x2019;exercice des voies de recours contre toute d&#x00E9;cision juridictionnelle.</p><p style=""text-align: justify;"">&#x00AB;&nbsp;L&#x2019;usage de la voie &#x00E9;lectronique ne fait pas obstacle au droit de la partie int&#x00E9;ress&#x00E9;e de demander la d&#x00E9;livrance, sur support papier, de l&#x2019;exp&#x00E9;dition de la d&#x00E9;cision juridictionnelle rev&#x00EA;tue de la formule ex&#x00E9;cutoire.</p><p style=""text-align: justify;"">&#x00AB;&nbsp;<i>Art.&nbsp;10&#x2011;8</i>.&nbsp;&#x2013;&nbsp;Les conditions de mise en place du proc&#x00E9;d&#x00E9; de communication par voie &#x00E9;lectronique mentionn&#x00E9; &#x00E0; l&#x2019;article 10-7 sont fix&#x00E9;es par d&#x00E9;cret pris en Conseil d&#x2019;&#x00C9;tat.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27441,Rejeté,,,RN,CRSANR5L16S2023E1N005,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N005,"Le sous-titre III du titre préliminaire du code de procédure pénale est complété par des articles 10‑7 et 10‑8 ainsi rédigés :« Art. 10‑7. – En matière pénale, les envois, remises et notifications des actes de procédure, des pièces, avis, avertissements ou convocations, des rapports, des procès-verbaux ainsi que des copies et expéditions revêtues de la formule exécutoire des décisions juridictionnelles peuvent être effectués par voie électronique, sans préjudice des dispositions spéciales imposant l’usage de ce mode de communication, dans des conditions propres à garantir la fiabilité de l’identification des parties à la communication électronique, l’intégrité des documents adressés, la sécurité et la confidentialité des échanges, la conservation des transmissions opérées et à permettre d’établir de manière certaine la date d’envoi de mise à disposition ou de réception par le destinataire.« La voie électronique mentionnée au premier alinéa du présent article doit également permettre au justiciable, représenté ou non, l’exercice des voies de recours contre toute décision juridictionnelle.« L’usage de la voie électronique ne fait pas obstacle au droit de la partie intéressée de demander la délivrance, sur support papier, de l’expédition de la décision juridictionnelle revêtue de la formule exécutoire.« Art. 10‑8. – Les conditions de mise en place du procédé de communication par voie électronique mentionné à l’article 10-7 sont fixées par décret pris en Conseil d’État. »",
1163,PRJLANR5L16BTC1440,PA794562,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;12 par&nbsp;la phrase suivante&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;La captation est permanente.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27446,Rejeté,,,RN,CRSANR5L16S2023E1N010,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N010,Compléter l’alinéa 12 par la phrase suivante : « La captation est permanente. »,VTANR5L16V2199
218,PRJLANR5L16BTC1440,PA793844,PO800520,"<p style=""text-align: justify;"">&#x00C0; la seconde phrase de l&#x2019;alin&#x00E9;a&nbsp;2, supprimer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;harmoniser l&#x2019;&#x00E9;tat du droit,&nbsp;&#x00BB;.&nbsp;</p>",RUANR5L16S2023IDS27437,Rejeté,,,RN,CRSANR5L16S2023E1N001,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N001,"À la seconde phrase de l’alinéa 2, supprimer les mots :« harmoniser l’état du droit, ». ",
811,PRJLANR5L16BTC1440,PA793218,PO800520,"<p style=""text-align: justify;"">&nbsp;</p><p style=""text-align: justify;"">Au premier alin&#x00E9;a du I de l&#x2019;article&nbsp;720 du code de proc&#x00E9;dure p&#x00E9;nale, le mot&nbsp;: &#x00AB;&nbsp;double&nbsp;&#x00BB; est remplac&#x00E9; par le mot&nbsp;: &#x00AB;&nbsp;triple&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27443,Rejeté,,,RN,CRSANR5L16S2023E1N007,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N007," Au premier alinéa du I de l’article 720 du code de procédure pénale, le mot : « double » est remplacé par le mot : « triple ».",VTANR5L16V2169
662,PRJLANR5L16BTC1440,PA794734,PO800520,"<p style=""text-align: justify;"">&#x00C0; la seconde phrase de l&#x2019;alin&#x00E9;a&nbsp;209, substituer au taux&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;80&nbsp;%&nbsp;&#x00BB;&nbsp;</p><p style=""text-align: justify;"">le taux&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;100&nbsp;%&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27451,Rejeté,,,RN,CRSANR5L16S2023E1N015,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N015,"À la seconde phrase de l’alinéa 209, substituer au taux :« 80 % » le taux :« 100 % ».",
1128,PRJLANR5L16BTC1440,PA793928,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;355, apr&#x00E8;s le mot&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;intrafamiliales&nbsp;&#x00BB;,</p><p style=""text-align: justify;"">ins&#x00E9;rer&nbsp;les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, consid&#x00E9;r&#x00E9;e comme l&#x2019;une des grandes causes du quinquennat,&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27453,Rejeté,,,RN,CRSANR5L16S2023E1N017,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N017,"À l’alinéa 355, après le mot : « intrafamiliales »,insérer les mots : « , considérée comme l’une des grandes causes du quinquennat, ».",
1303,PRJLANR5L16BTC1440,PA793904,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;149, substituer aux mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;particulier gr&#x00E2;ce&nbsp;&#x00BB;</p><p style=""text-align: justify;"">les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;ayant recours exclusivement&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27450,Tombé,,,RN,CRSANR5L16S2023E1N014,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N014,"À l’alinéa 149, substituer aux mots :« particulier grâce »les mots :« ayant recours exclusivement ».",
1062,PRJLANR5L16BTC1440,PA793218,PO800520,"<p style=""text-align: justify;"">&#x00C0; la fin de l&#x2019;alin&#x00E9;a&nbsp;11, supprimer les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;lorsque se produit ou est susceptible de se produire un incident, eu &#x00E9;gard aux circonstances de l&#x2019;intervention ou au comportement des personnes concern&#x00E9;es&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27446,Rejeté,,,RN,CRSANR5L16S2023E1N010,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N010,"À la fin de l’alinéa 11, supprimer les mots : « lorsque se produit ou est susceptible de se produire un incident, eu égard aux circonstances de l’intervention ou au comportement des personnes concernées »",VTANR5L16V2198
222,PRJLANR5L16BTC1440,PA793844,PO800520,"<p style=""text-align: justify;"">&#x00C0;&nbsp;l&#x2019;alin&#x00E9;a&nbsp;31, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;saisir&nbsp;&#x00BB;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;par requ&#x00EA;te&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27446,Rejeté,,,RN,CRSANR5L16S2023E1N010,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N010,"À l’alinéa 31, après le mot :« saisir »insérer les mots :« par requête »",
50,PRJLANR5L16BTC1440,PA793832,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;252 par la phrase suivante&nbsp;:&nbsp;</p><p>&#x00AB;&nbsp;Une coop&#x00E9;ration accrue sera poursuivie entre le service national du renseignement p&#x00E9;nitentiaire et les services du minist&#x00E8;re de l&#x2019;Int&#x00E9;rieur pour encadrer la sortie de prison des individus incarc&#x00E9;r&#x00E9;s pour terrorisme islamiste ou les autres d&#x00E9;tenus, radicalis&#x00E9;s, pour des faits de droit commun.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27452,Rejeté,,,RN,CRSANR5L16S2023E1N016,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N016,"Compléter l’alinéa 252 par la phrase suivante : « Une coopération accrue sera poursuivie entre le service national du renseignement pénitentiaire et les services du ministère de l’Intérieur pour encadrer la sortie de prison des individus incarcérés pour terrorisme islamiste ou les autres détenus, radicalisés, pour des faits de droit commun. »",VTANR5L16V2295
1165,PRJLANR5L16BTC1440,PA794562,PO800520,"<p style=""text-align: justify;"">Compl&#x00E9;ter l&#x2019;alin&#x00E9;a&nbsp;15 par la phrase suivante&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;Le port de ces cam&#x00E9;ras concerne &#x00E9;galement les interventions faites par les &#x00E9;quipes r&#x00E9;gionales d&#x2019;intervention et de s&#x00E9;curit&#x00E9; en tenue de protection et d&#x2019;intervention.&nbsp;&#x00BB;</p>",RUANR5L16S2023IDS27446,Rejeté,,,RN,CRSANR5L16S2023E1N010,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N010,Compléter l’alinéa 15 par la phrase suivante :« Le port de ces caméras concerne également les interventions faites par les équipes régionales d’intervention et de sécurité en tenue de protection et d’intervention. »,VTANR5L16V2202
307,PRJLANR5L16BTC1440,PA795410,PO800520,"<p style=""text-align: justify;"">&#x00C0; la premi&#x00E8;re phrase du premier alin&#x00E9;a de l&#x2019;article&nbsp;15&#x2011;3, les mots&nbsp;: &#x00AB;&nbsp;y compris lorsque ces plaintes&nbsp;&#x00BB; sont remplac&#x00E9;s par les mots&nbsp;: &#x00AB;&nbsp;quand bien m&#x00EA;me elles ne justifieraient pas au moment o&#x00F9;&#x0300; elles d&#x00E9;posent plainte, de preuves de leurs all&#x00E9;gations. Les officiers et agents de police judiciaire ne peuvent ni refuser de recevoir la plainte, ni proposer &#x00E0; la personne de d&#x00E9;poser une main courante au lieu et place d&#x2019;une plainte quand ils ont &#x00E9;t&#x00E9; sollicit&#x00E9;s pour cela. Ils sont tenus de recevoir ces plaintes y compris lorsqu&#x2019;elles&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27442,Rejeté,,,RN,CRSANR5L16S2023E1N006,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N006,"À la première phrase du premier alinéa de l’article 15‑3, les mots : « y compris lorsque ces plaintes » sont remplacés par les mots : « quand bien même elles ne justifieraient pas au moment où̀ elles déposent plainte, de preuves de leurs allégations. Les officiers et agents de police judiciaire ne peuvent ni refuser de recevoir la plainte, ni proposer à la personne de déposer une main courante au lieu et place d’une plainte quand ils ont été sollicités pour cela. Ils sont tenus de recevoir ces plaintes y compris lorsqu’elles ».",VTANR5L16V2142
15,PRJLANR5L16BTC1440,PA793832,PO800520,"<p style=""text-align: justify;"">&#x00C0; la premi&#x00E8;re phrase de&nbsp;l&#x2019;alin&#x00E9;a&nbsp;77, apr&#x00E8;s le mot&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;violences&nbsp;&#x00BB;,&nbsp;</p><p style=""text-align: justify;"">ins&#x00E9;rer les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;, le d&#x00E9;veloppement de l&#x2019;id&#x00E9;ologie islamiste,&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27450,Rejeté,,,RN,CRSANR5L16S2023E1N014,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N014,"À la première phrase de l’alinéa 77, après le mot :« violences », insérer les mots :« , le développement de l’idéologie islamiste, ».",VTANR5L16V2264
1129,PRJLANR5L16BTC1440,PA793928,PO800520,"<p style=""text-align: justify;"">&#x00C0; la fin de la deuxi&#x00E8;me phrase de l&#x2019;alin&#x00E9;a&nbsp;349, substituer aux mots</p><p style=""text-align: justify;"">&#x00AB;&nbsp;dont l&#x2019;importance dans les juridictions traduit les progr&#x00E8;s, enregistr&#x00E9;s ces derni&#x00E8;res ann&#x00E9;es, d&#x2019;une politique tendant &#x00E0; favoriser la r&#x00E9;v&#x00E9;lation des faits et l&#x2019;accueil des victimes&nbsp;&#x00BB;</p><p style=""text-align: justify;"">les mots&nbsp;:&nbsp;</p><p style=""text-align: justify;"">&#x00AB;&nbsp;s&#x2019;inscrivant dans un ensauvagement g&#x00E9;n&#x00E9;ralis&#x00E9; de notre soci&#x00E9;t&#x00E9;&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27452,Rejeté,,,RN,CRSANR5L16S2023E1N016,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N016,"À la fin de la deuxième phrase de l’alinéa 349, substituer aux mots« dont l’importance dans les juridictions traduit les progrès, enregistrés ces dernières années, d’une politique tendant à favoriser la révélation des faits et l’accueil des victimes »les mots : « s’inscrivant dans un ensauvagement généralisé de notre société ».",
223,PRJLANR5L16BTC1440,PA793844,PO800520,"<p style=""text-align: justify;"">&#x00C0; la fin de la seconde phrase&nbsp;de l&#x2019;alin&#x00E9;a&nbsp;65, substituer aux mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;autoris&#x00E9;s dans le cadre d&#x2019;une proc&#x00E9;dure de saisie des r&#x00E9;mun&#x00E9;rations.&nbsp;&#x00BB;</p><p style=""text-align: justify;"">les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;d&#x2019;ex&#x00E9;cution&nbsp;op&#x00E9;r&#x00E9; contre les d&#x00E9;biteurs dans le cadre d&#x2019;une proc&#x00E9;dure de saisie des r&#x00E9;mun&#x00E9;rations, ainsi que le montant des frais de justice mis &#x00E0; la charge des d&#x00E9;biteurs.&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27446,Rejeté,,,RN,CRSANR5L16S2023E1N010,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N010,"À la fin de la seconde phrase de l’alinéa 65, substituer aux mots :« autorisés dans le cadre d’une procédure de saisie des rémunérations. »les mots :« d’exécution opéré contre les débiteurs dans le cadre d’une procédure de saisie des rémunérations, ainsi que le montant des frais de justice mis à la charge des débiteurs. ».",
48,PRJLANR5L16BTC1440,PA793832,PO800520,"<p style=""text-align: justify;"">&#x00C0; l&#x2019;alin&#x00E9;a&nbsp;242,&nbsp;substituer aux mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;la radicalisation violente&nbsp;&#x00BB;</p><p style=""text-align: justify;"">les mots&nbsp;:</p><p style=""text-align: justify;"">&#x00AB;&nbsp;toute forme de radicalisation&nbsp;&#x00BB;.</p>",RUANR5L16S2023IDS27452,Rejeté,,,RN,CRSANR5L16S2023E1N016,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N016,"À l’alinéa 242, substituer aux mots :« la radicalisation violente »les mots :« toute forme de radicalisation ».",VTANR5L16V2288
1007,PRJLANR5L16BTC1440,PA793166,PO800520,"<p style=""text-align: justify;"">Au plus tard le 1<sup>er</sup> octobre de chaque ann&#x00E9;e et jusqu&#x2019;en 2026, le Haut Conseil des finances publiques remet au Parlement un avis sur la programmation et le montant des investissements immobiliers pour la mission &#x00AB;&nbsp;Justice&nbsp;&#x00BB; du projet de loi de finances de l&#x2019;ann&#x00E9;e.</p>",RUANR5L16S2023IDS27453,Rejeté,,,RN,CRSANR5L16S2023E1N017,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023E1N017,"Au plus tard le 1er octobre de chaque année et jusqu’en 2026, le Haut Conseil des finances publiques remet au Parlement un avis sur la programmation et le montant des investissements immobiliers pour la mission « Justice » du projet de loi de finances de l’année.",
