texte,dispositif_txt,DEM,ECOLO,GDR-NUPES,HOR,LFI-NUPES,LIOT,LR,NI,RE,RN,SOC
PRJLANR5L16B0273,"I. – Au premier alinéa du 1° du 1 du I de l’article 1636 B sexies du code général des impôts, dans sa version en vigueur au 1er janvier 2023, les mots : « et le taux de taxe d’habitation sur les résidences secondaires et autres locaux meublés non affectés à l’habitation principale » sont supprimés. III. – La perte de recettes pour les collectivités territoriales est compensée à due concurrence par la majoration de la dotation globale de fonctionnement et, corrélativement pour l’État, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. – Le code général des impôts est ainsi modifié :1° Après la première phrase du premier alinéa du I de l’article 150 VB, est insérée une phrase ainsi rédigée : « Ce prix est corrigé, dans des conditions fixées par décret, afin de tenir compte de l’effet de l’érosion de la valeur de la monnaie pendant la durée de détention du bien. » ;2° Les six premiers alinéas du I de l’article 150 VC sont remplacés par un alinéa ainsi rédigé :« I. – Pour la prise en compte de l’effet de l’érosion de la valeur de la monnaie mentionnée au I de l’article 150 VB, dans l’établissement du prix d’acquisition, la durée de détention est décomptée : » ;3° À la fin de la première phrase de l’article 200 B, le taux : « 19 % » est remplacé par le taux : « 9 % ».II. – Le présent article s’applique aux cessions intervenant à compter du 1er janvier 2024.III. – La perte de recettes résultant pour l’État du paragraphe précédent est compensée, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. ",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – L’article 151 de la loi n° 2020‑1721 du 29 décembre 2020 de finances pour 2021 est ainsi modifié : 1° Au I, l’année : « 2021 » est remplacée par l’année « 2022 » et l’année : « 2022 » est remplacée par l’année : « 2023 » ;2° À la première phrase du IV, l’année : « 2021 » est remplacée par l’année : « 2022 » et l’année : « 2022 » est remplacée par l’année : « 2023 ». II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre I er du livre III du code des impositions sur les biens et services.III. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – À l’alinéa 296, substituer à l’année : « 2023 »l’année :« 2024 ».II. – En conséquence, à l’alinéa 299, substituer aux mots :« 2020, 2021 et 2022 »les mots :« 2020, 2021, 2022 et 2023 ».III. – En conséquence procéder à la même substitution à la fin de l’alinéa 300, à l’alinéa 305 et à la fin de l’alinéa 306.IV. - Compléter cet article par l'alinéa suivant : « XXVII. – La perte de recettes pour les collectivités territoriales est compensée à due concurrence par la majoration de la dotation globale de fonctionnement et, corrélativement pour l’État, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. » ",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I.  – L’article L. 312-35 du code des impositions sur les biens et services est complété par un II ainsi rédigé :« II. – Les tarifs normaux des catégories fiscales des gazoles et des essences font l’objet, lorsque la condition prévue au troisième alinéa du présent II est remplie, d’une minoration exceptionnelle, d’un montant déterminé dans les conditions prévues au quatrième alinéa du même II.« Les tarifs de cette minoration sont arrondis au centime d’euros par mégawattheure le plus proche, la moitié comptant pour une unité.« La minoration prévue au premier alinéa du présent II est applicable lorsque le cours moyen du pétrole, dénommé brent daté, conduit les prix de vente des gazoles et des essences majorés des taxes applicables à excéder le montant de 1,50 euro par litre. Le dépassement du montant mentionné à la première phrase du présent alinéa est constaté par un avis rendu public de la commission de régulation de l’énergie.« Le montant de la minoration prévue au premier alinéa du présent II est égal au montant devant être soustrait pour que le prix de vente comprenant le coût d’approvisionnement du pétrole résultant du cours moyen du pétrole, la marge distributeur égale à la moyenne des marges distributeurs observées du secteur définie par décret et toutes les taxes et subventions applicables, ne dépasse pas 1,50 euro par litre.« Les tarifs de la taxe résultant du premier alinéa du présent II sont constatés par décret pris conjointement par les ministres chargés de l’économie et de l’énergie, après consultation de la commission de régulation de l’énergie. »II.  – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PRJLANR5L16B0273,"I. -  Au I de l’article 151 de la loi n° 2020‑1721 du 29 décembre 2020 de finances pour 2021, l’année : « 2021 » est remplacée par l’année « 2022 » et l’année :  « 2022 » est remplacée par l’année : « 2023 ».II. - La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.III. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.",0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
PRJLANR5L16B0273,I. -  Le I de l’article 151 septies du code général des impôts est complété par un alinéa ainsi rédigé :« Les seuils de recettes mentionnées ci-dessus sont réévaluées chaque année au 1er janvier en application de l’indice mensuel des prix à la consommation et arrondies à l’euro le plus proche. » II. -  Le I du présent article s’applique aux exercices ouverts à compter du 1er janvier 2022. III. -  La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
PRJLANR5L16B0273,"I. -  L’article 278‑0 bis du code général des impôts est complété par un N ainsi rédigé :« N. – Les services juridiques fournis aux personnes sous contrat de travail et aux chômeurs dans le cadre de procédures devant une juridiction du travail, ainsi que les services juridiques fournis dans le cadre du régime d’aide juridictionnelle. »II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PRJLANR5L16B0273,"I. - Après le premier alinéa du I de l’article 244 quater B du code général des impôts, il est inséré un alinéa ainsi rédigé : « Les entreprises appartenant à la catégorie des grandes entreprises, au sens de l’article 3 du décret n° 2008‑1354 relatif aux critères permettant de déterminer la catégorie d’appartenance d’une entreprise pour les besoins de l’analyse statistique et économique, ne peuvent bénéficier que d’une réduction d’impôt. »II. – Les dispositions résultant du I s’appliquent aux dépenses exposées à compter du 1er janvier 2023.",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. - Le II de l’article 881 L du code général des impôts, après l'année : « 2021 », sont insérés les mots : « et entre le 1er janvier 2023 et le 31 décembre 2025 ».II. - La perte de recettes résultant pour l’État du paragraphe précédent est compensée, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,I. - L’article 278‑0 bis du code général des impôts est complété par un N ainsi rédigé : « N. – Les produits et prestations de services écologiquement utiles dont la liste est fixée par arrêté du ministre chargé du budget et qui sont conçus pour répondre à une urgence environnementale. » II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. »,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. - À la quatre-vingt-onzième ligne de la dernière colonne du tableau de l’alinéa 2, substituer au nombre :« 528 000 000 » le nombre : « 1 120 000 000 ».II. -  Compléter cet article par l’alinéa suivant :« IV. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. ",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
PRJLANR5L16B0273,"I. – Au 4 du I de l’article 244 quater X du code général des impôts, les mots : « situés dans les quartiers mentionnés au II de l’article 9‑1 de la loi n° 2003‑710 du 1er août 2003 d’orientation et de programmation pour la ville et la rénovation urbaine et dans les quartiers prioritaires mentionnés à l’article 5 de la loi n° 2014‑173 du 21 février 2014 de programmation pour la ville et la cohésion urbaine, » sont supprimés.II. – Le I ne s’applique qu’aux sommes venant en déduction de l’impôt dû.III. – La perte de recettes résultant pour l’État du paragraphe précédent est compensée, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. – Au deuxième alinéa de l’article 784 du code général des impôts, le mot : « quinze » est remplacé par le mot : « cinq ».II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – Au premier alinéa du 1° du I de l’article 244 quater E du code général des impôts, l’année : « 2023 » est remplacée par l’année : « 2025 ».II. – Le Gouvernement remet au Parlement, avant le 1er juillet 2023, un rapport évaluant le coût du dispositif prévu à l’article 244 quater E du code général des impôts pour l’État ainsi que son efficacité au regard des objectifs qui lui sont fixés. Ce rapport identifie les pistes d’évolution envisageables.III. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.IV. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I. – Au premier alinéa du 7° du II de l’article 150 U du code général des impôts, l’année : « 2022 » est remplacée par l’année : « 2027 ».II. – La perte de recettes pour l’État est compensée, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – Au titre de l’année 2023, est instituée, par prélèvement sur les recettes de l’État, une dotation à destination des départements confrontés à une forte inflation de leurs dépenses énergétiques.II. – Pour chaque collectivité bénéficiaire, le montant de ce prélèvement est égal à la différence, si elle est positive, entre le montant des dépenses énergétiques constatées dans le compte administratif de l’année 2023 et le montant des dépenses énergétiques constatées dans le compte administratif de l’année 2022.III. – La dotation peut faire l’objet d’un acompte versé en 2023 à la demande du département sur le fondement d’une estimation des hausses de dépenses mentionnées au II du présent article.IV. – Un décret précise les modalités d’application du présent article.V. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle aux droits mentionnés à l’article 991 du code général des impôts.",0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I. – Au titre de l’année 2023, il est institué, par prélèvement sur les recettes de l’État, une dotation à destination des départements confrontés à une forte inflation de leurs dépenses énergétiques.II. – Pour chaque collectivité bénéficiaire, le montant de ce prélèvement est égal à la différence, si elle est positive, entre le montant des dépenses énergétiques constatées dans le compte administratif de l’année 2023 et le montant des dépenses énergétiques constatées dans le compte administratif de l’année 2022.III. – La dotation peut faire l’objet d’un acompte versé en 2023 à la demande du département sur le fondement d’une estimation des hausses de dépenses mentionnées au II du présent article.IV. – Un décret précise les modalités d’application du présent article.V. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle aux droits mentionnés à l’article 991 du code général des impôts.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – Le A du I de l’article 266 nonies du code des douanes est complété par un j ainsi rédigé :« j) Sur les territoires performants en matière de prévention des déchets, une réfaction de 15 % est appliquée. La définition de territoires performants en matière de prévention des déchets est précisée par décret. »II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. – Le code général des impôts est ainsi modifié :1° Après le b quater du 1° du I de l’article 31, il est inséré un b quinquies ainsi rédigé :« b quinquies) Une déduction au titre de l’amortissement égale à 2 % du prix d’acquisition du bien immobilier. Pour les dépenses de travaux autres que celles prévues aux b et b bis, une déduction au titre de l’amortissement égale à 7 % pour les dix premières années et 6 % pour les cinq années suivantes. »2° Le I de l’article 156 est ainsi modifié : a) Le 1° ter est abrogé ;b) Les deux premiers alinéa du 3° sont supprimés ;c) Le quatrième alinéa du même 3° est complété par une phrase ainsi rédigée : « Le présent alinéa ne s’applique pas pour les revenus fonciers perçus à compter du 1er janvier 2023. »II. – la perte de recettes pour l’État et les organismes de sécurité sociale est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – À la fin de l’alinéa 16, substituer au montant : « 188 149 » le montant : « 196 149 » II. – Compléter cet article par l’alinéa suivant : « IV. - La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et les services. »",0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0
PRJLANR5L16B0273,"I. – À la fin du I de l’article 81 quater du code général des impôts, les mots : « et dans une limite annuelle égale à 7 500 €. » sont supprimés.II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – À la première phrase du V de l’article L. 31‑10‑3 du code de la construction et de l’habitation, les mots : « et, dans un délai qui ne peut dépasser trois ans à compter de la date d’émission de l’offre de prêt, sauf en cas de décès de l’emprunteur, d’accident de santé de ce dernier entraînant une interruption temporaire de travail d’au moins trois mois, d’état de catastrophe naturelle ou technologique, de contestation contentieuse de l’opération ou de force majeure, » sont supprimés.II. – La perte de recettes pour l’État est compensée, à due concurrence, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – À l’alinéa 296, substituer à l’année :« 2023 »l’année :« 2024 ».II. – En conséquence, à l’alinéa 299, substituer aux mots :« du produit de la cotisation sur la valeur ajoutée des entreprises perçu par chaque collectivité ou établissement public en 2020, 2021 et 2022 »,les mots :« des produits actualisés de cotisation sur la valeur ajoutée des entreprises perçus en 2020, 2021, 2022 et 2023 ».III. – En conséquence, à l’alinéa 300, substituer aux mots :« du montant des compensations d’exonérations de cotisation sur la valeur ajoutée des entreprises perçu par chaque collectivité ou établissement public en 2020, 2021 et 2022 »,les mots :« des montants actualisés de compensations d’exonérations de cotisation sur la valeur ajoutée des entreprises perçus par chaque collectivité ou établissement public en 2020, 2021, 2022 et 2023 ».IV. – En conséquence, à l’alinéa 305, substituer aux mots : « du produit de la cotisation sur la valeur ajoutée des entreprises qu’ils ont perçu en 2020, 2021 et 2022 »,les mots :« des produits actualisés de cotisation sur la valeur ajoutée des entreprises qu’ils ont perçus en 2020, 2021, 2022 et 2023 ».V. – En conséquence, à l’alinéa 306, substituer aux mots :« la moyenne du montant des compensations d’exonérations de cotisation sur la valeur ajoutée des entreprises qu’ils ont perçu en 2020, 2021 et 2022 »,les mots :« la moyenne des montants actualisés de compensations d’exonérations de cotisation sur la valeur ajoutée des entreprises qu’ils ont perçus en 2020, 2021, 2022 et 2023 ».",0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
PRJLANR5L16B0273,"I. –  À la quatre-vingt-onzième ligne de la dernière colonne du tableau de l’alinéa 2, substituer au montant :« 528 000 000 »le montant :« 1 120 000 000 ». II. – Compléter cet article par l’alinéa suivant :« IV. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. »",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I. –  À la quatre-vingt-onzième ligne de la dernière colonne du tableau de l’alinéa 2, substituer au nombre :« 528 000 000 »le nombre :« 1 865 000 000 ». II. – Compléter cet article par l’alinéa suivant :« IV. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. » ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I. – 1° Le bénéfice, à compter de la publication de la présente loi, pour les entreprises soumises à l’obligation de déclaration de performance extra financière prévue à l’article L. 225‑102‑1 du code de commerce :a) de subventions publiques ;b) de garanties de prêts ;c) de garanties publiques pour le commerce extérieur prévues au chapitre II du titre III du livre IV du code des assurances ;d) du crédit d’impôt mentionné à l’article 244 quater B du code général des impôts ;e) de participations financières de l’État par l’intermédiaire de l’Agence des participations extérieures de l’État et de BPI Franceest subordonné à la souscription, par lesdites entreprises, d’engagements annuels en matière de réduction de leurs émissions de gaz à effet de serre.2° Les engagements mentionnés au 1 du I doivent être en cohérence avec une trajectoire minimale de réduction des émissions de gaz à effet de serre définie pour la période 2020‑2030 qui doit être compatible avec le plafond national des émissions de gaz à effet de serre défini par secteurs en application de l’article L. 222‑1 A du code de l’environnement ainsi qu’avec l’Accord de Paris pour le climat.II. – À compter du 1er janvier 2023, les entreprises ayant souscrit les engagements mentionnés au 2 du I publient, au plus tard le 1er avril de chaque année, un rapport annuel sur le respect de leurs obligations climatiques. Il présente le bilan de leurs émissions directes et indirectes de gaz à effet de serre au cours de l’exercice clos ainsi que leur stratégie de réduction de ces émissions, assortie d’un plan d’investissement, pour les cinq exercices suivants. Le bilan précité est établi conformément à une méthodologie reconnue par l’Agence de l’environnement et de la maîtrise de l’énergie.III. – Le non-respect, par les entreprises mentionnées au 1 du I, de l’obligation de publication du rapport annuel sur le respect de leurs obligations climatiques prévue au II est passible d’une sanction pécuniaire d’un montant égal à 375 000 €. Le non-respect, par les mêmes entreprises, de leurs engagements annuels en matière de réduction de leurs émissions de gaz à effet de serre, mentionnés au 2 du I, est passible d’une sanction pécuniaire d’un montant égal à celui des avantages mentionnés au 1 du même I, majoré de 10 %.IV. – L’opération d’acquisition d’une participation au capital d’une société par l’État, au sens de l’ordonnance n° 2014‑948 du 20 août 2014 relative à la gouvernance et aux opérations sur le capital des sociétés à participation publique, est subordonnée à l’attribution, au représentant de l’État, d’un droit d’opposition au sein du conseil d’administration, du conseil de surveillance ou de l’organe délibérant en tenant lieu, à tout projet d’investissement incompatible avec les critères définis par le règlement du Parlement européen et du conseil n° 2020/852 du 18 juin 2020 sur l’établissement d’un cadre pour favoriser les investissements durables.V. – Un décret en Conseil d’État précise les modalités d’application du présent article.",0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. – Après l'alinéa 37, insérer les deux alinéa suivants :« 3° À la fin, est ajoutée une ligne ainsi rédigée :« Article L. 312-2 du code de l'imposition des biens et servicesMédiateur de l'énergie5 500  »II. – Compléter cet article par les trois alinéas suivants :« II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.« III. – La perte de recettes pour les collectivités territoriales est compensée à due concurrence par la majoration de la dotation globale de fonctionnement et, corrélativement pour l’État, par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.« IV. – La perte de recettes pour les organismes de sécurité sociale est compensée à due concurrence par la majoration de l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. » ",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
PRJLANR5L16B0273,"I. – Après le 1 sexdecies du II de l’article 266 sexies du code des douanes, il est inséré un 1 septdecies ainsi rédigé :« 1 septdecies. Aux réceptions de résidus d’unités de préparation de combustibles solides de récupération ; »II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services. ",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I. – Après le 1° du 2 du I de l’article 244 quater U du code général des impôts, il est inséré un 1° bis A ainsi rédigé : « 1° bis A Soit de travaux d’installation d’équipements produisant de l’électricité utilisant  l’énergie radiative du soleil ou l’énergie éolienne dans le cadre prévu à l’article L. 315‑1 du code de l’énergie. »II. – Le I ne s’applique qu’aux sommes venant en déduction de l’impôt dû.III. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
PRJLANR5L16B0273,"I. – Après le 1° du I de l’article 267 du code général des impôts, il est inséré un 1° bis ainsi rédigé : « 1° bis Les contributions perçues sur l’électricité. ».II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.  ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
PRJLANR5L16B0273,"I. – Après le 23° ter du II de la section V du chapitre premier du titre premier de la première partie du livre premier du code général des impôts, il est inséré un 23° quater ainsi rédigé :« 23° quater : Crédit d’impôt pour frais de stérilisation engagés par le propriétaire d’un chat domestique (Article Art. 200 quater CA)« Art. 200 quater C. – Les contribuables domiciliés en France au sens de l’article 4 B peuvent bénéficier d’un crédit d’impôt égal à 50 % des dépenses effectivement supportées pour la stérilisation d’un chat mâle ou femelle dont ils sont propriétaires au fichier national des identifications des carnivores domestiques. Ces dépenses sont retenues dans la limite d’un plafond fixé, pour chaque stérilisation réalisée, à 80 € pour un chat mâle et à 120 € pour un chat femelle. Ce crédit d’impôt vient en réduction de l’impôt sur le revenu dû au titre de l’année au cours de laquelle les dépenses sont effectivement supportées ».II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.III. – Le I n’est applicable qu’aux sommes venant en déduction de l’impôt dû.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
PRJLANR5L16B0273,"I. – Après le 3° du 4 de l’article 261 du code général des impôts, il est inséré un 3° bis ainsi rédigé :« 3° bis Les interventions médicales et chirurgicales effectuées dans l’exercice de la profession de vétérinaire tel que défini au titre IV du livre II du code rural et de la pêche maritime, lorsqu’elles sont réalisées pour un refuge au sens du II de l’article L. 214‑6 du même code ou pour une fondation reconnue d’utilité publique ou une association régulièrement déclarée depuis au moins cinq ans, dont l’objet social est la protection animale ; ».II. – La perte de recettes pour l’État est compensée à due concurrence par la création d’une taxe additionnelle à l’accise sur les tabacs prévue au chapitre IV du titre Ier du livre III du code des impositions sur les biens et services.",0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
